,url,title,text,topic,tags,date
664872,https://lenta.ru/news/2017/06/04/juvefansinjured1500/,Число пострадавших в давке фанатов «Ювентуса» превысило 1500,"Число болельщиков «Ювентуса», пострадавших в давке в туринской фан-зоне, превысило 1,5 тысячи. Об этом в воскресенье, 4 июня, сообщает агентство ANSA. По его информации, всего за медицинской помощью обратились 1527 человек. Трое взрослых и один ребенок госпитализированы в местные больницы в тяжелом состоянии, здоровью остальных ничто не угрожает. Ранее 4 июня сообщалось о тысяче пострадавших в давке фанатах. Давка образовалась на площади Сан-Карло, где несколько тысяч болельщиков «Старой синьоры» собрались, чтобы посмотреть финал Лиги чемпионов на больших экранах. В какой-то момент в толпе раздался хлопок, спровоцировавший панику. 3 июня «Ювентус» со счетом 1:4 проиграл мадридскому «Реалу» в финале Лиги чемпионов. Встреча прошла на стадионе «Миллениум» в Кардиффе.",Спорт,Футбол,2017/06/04
213359,https://lenta.ru/news/2008/01/16/island/,Гостей Евро-2012 поселят на острове посреди Днепра,"Власти Киева планируют создать на Трухановом острове, расположенном посреди Днепра, экопарк ""Международный молодежный центр"", где можно будет разместить гостей чемпионата по футболу 2012 года. Об этом пишет в среду ""Украинская правда"" со ссылкой на сообщение пресс-службы Киевской городской государственной администрации. Центр, как предполагают в мэрии украинской столицы, будет включать постоянные строения, временные модульные дома, а также зеленую зону с палаточными городками. Помимо этого городские власти намерены открыть на время чемпионата молодежный информационно-коммуникационного центр и провести альтернативный чемпионат УЕФА Евро–2012 среди болельщиков. В Киеве планируется также разместить сеть туристических информационных центров и сеть экскурсионных пунктов. При этом городское управление коммунального хозяйства уже изготовило ряд картосхем на иностранных языках, разнообразные буклеты-путеводители, а также фильм о туристических возможностях Киева. Во время чемпионата в центральной части города и в местах массового отдыха планируется установить указатели на иностранных языках к основным туристическим объектам. Напомним, что чемпионат Европы по футболу 2012 года Украина проведет совместно с Польшей. На Украине матчи турнира пройдут в Киеве, Донецке, Львове и Днепропетровске. Резервными городами являются Харьков и Одесса. В среду стало известно, что организационный комитет по подготовке Евро-2012 возглавит премьер Украины Юлия Тимошенко. В состав оргкомитета вошли также вице-премьер по вопросам подготовки к Евро-2012 Евгений Червоненко, министр по делам молодежи и спорта Юрий Павленко и президент Федерации футбола Украины Григорий Суркис.",Бывший СССР,Все,2008/01/16
337258,https://lenta.ru/news/2010/07/11/uruger/,Сборная Германии выиграла бронзу ЧМ-2010,"Сборная Германии по футболу выиграла бронзовые медали чемпионата мира 2010 года. В матче за третье место, который прошел в Порт-Элизабете на стадионе ""Нельсон Мандела Бэй"", немцы победили Уругвай со счетом 3:2. Голы в составе сборной Германии забили Томас Мюллер, Марсель Янсен и Сами Хедира. ""Лента.ру"" вела онлайн-трансляцию матча. Мюллер открыл счет на 19-й минуте. После дальнего удара Бастиана Швайнштайгера вратарь уругвайцев Фернандо Муслера отбил мяч перед собой, и Мюллер удачно сыграл на добивании. На 28-й минуте сборная Уругвая успешно провела атаку ""три в два"". Луис Суарес отдал пас Эдинсону Кавани, который сумел переиграть немецкого вратаря Ханса-Йорга Бутта. На 51-й минуте Диего Форлан вывел Уругвай вперед. Форлан забил свой пятый мяч на турнире, поразив ворота соперника ударом с линии штрафной. На 56-й минуте Муслера вновь допустил ошибку: вратарь сборной Уругвая неудачно сыграл на выходе, и Янсен головой переправил мяч в ворота. В концовке встречи немцы захватили инициативу и на 82-й минуте забили победный гол. Окончательный счет в матче установил Хедира, который нанес точный удар головой. На последней минуте Форлан мог сравнять счет, но после его удара со штрафного мяч попал в перекладину. Таким образом, вновь оправдался прогноз осьминога Пауля, который живет в океанариуме немецкого Оберхаузена. Пауль успешно предсказал результаты всех семи матчей немцев на чемпионате мира. Моллюску удалось предсказать победы сборной Германии над Австралией, Ганой, Англией, Аргентиной и Уругваем, а также поражения от Сербии и Испании. На ЧМ-2010 осталось провести только один матч. 11 июля состоится финал турнира, в котором встретятся сборные Голландии и Испании. Этот матч пройдет в Йоханнесбурге на стадионе ""Соккер Сити"" и начнется в 22:30 по московскому времени.",Спорт,Все,2010/07/11
161392,https://lenta.ru/news/2006/08/08/abitova/,Инга Абитова стала чемпионкой Европы в беге на 10 000 метров,"Сборная России по легкой атлетике завоевала первую золотую медаль на чемпионате Европы, который стартовал 7 августа в Гетеборге. В забеге на дистанцию 10 000 метров победу одержала Инга Абитова, которая опередила представительницу Венгрии Сюзанн Вигене и свою соотечественницу Лидию Григорьеву. Четвертое место заняла еще одна россиянка, Галина Богомолова. С первых метров дистанции лидерство захватили турецкая бегунья Елван Абейлегессе и выступающая за Нидерланды Лорна Киплагат. После того, как спортсменки пробежали 7 000 метров, представительница Турции сошла с дистанции. Киплагат продолжала лидировать, но к ней приблизились Вигене и три россиянки. Судьба забега решилась на последних 500 метрах, когда мощный спурт предприняла Абитова, которая и стала чемпионкой. Вигене и Григорьеву на финише разделили 0,36 секунды. ""Это была борьба до последних метров. Я думаю, что после сегодняшней победы я буду предпочитать бег по дорожке марафону, ведь здесь я стала чемпионкой"", - заявила победительница.",Спорт,Все,2006/08/08
451199,https://lenta.ru/news/2013/01/18/m46/,Индия закупит 400 модернизированных советских пушек,"Министерство обороны Индии намерено объявить тендер на модернизацию и поставку в сухопутные войска буксируемых пушек М-46 советского производства, сообщает Jane's. В общей сложности планируется принять на вооружение 400 модернизированных пушек, которые должны будут восполнить дефицит артиллерийских орудий в войсках. Артиллерийское управление министерства обороны Индии в 2012 году обратилось к компаниям Tata, Larsen & Toubro и Bharat Forge с просьбой подготовить проекты модернизации советских пушек и подыскать поставщиков таких орудий. При этом официальный запрос на предложения пока не обнародован. Индийские компании смогут создать консорциумы с иностранными, однако все работы модернизации орудий должны быть проведены в Индии. Из трех компаний, получивших уведомления индийского военного ведомства, пока только Tata начала переговоры с предприятиями, которые расположены в двух бывших советских республиках. О каких именно странах идет речь, пока неизвестно. Tata совместно с этими предприятиями будет проводить сборку и модернизацию орудий на индийском заводе в Бангалоре. Пушки М-46 выпускались в СССР в 1950-1971 годах и поставлялись не только в Вооруженные силы Советского Союза, но и на экспорт. В частности, Индия располагает 2200 таких орудий. Калибр М-46 составляет 130 миллиметров. В рамках модернизации, помимо прочего, планируется заменой ствола увеличить калибр пушек до 155 миллиметров. Длина нового ствола должна быть не менее 45 калибров. Другие подробности относительного нового проекта пока неизвестны. В частности, не сообщается, по какой причине министерство обороны Индии решило закупить устаревшие пушки за рубежом, а не модернизировать уже имеющиеся такие орудия. Известно только, что модернизация орудий производится в рамках программы модернизации полевой артиллерии, принятой еще в конце 1980-х годов. В рамках программы Индия к 2025 году намерена оставить на вооружении 3200-3600 буксируемых и самоходных гусеничных и колесных орудий калибра 155 миллиметров с длиной ствола 52 калибра, 155-миллиметровых легких гаубиц с длиной ствола 39 калибров и пушек такого же калибра с длиной ствола 45 калибров. Из них будут сформированы 180-220 полков. В 2001 году Индия заключила с израильской компанией Soltam контракт на модернизацию 180 пушек М-46 с переоснащением стволами калибра 155 миллиметров. Позднее соглашение было расширено до 500 орудий.",Силовые структуры,,2013/01/18
232819,https://lenta.ru/news/2008/06/10/terminal/,Единый терминал свяжет московские аэропорты в 2015 году,"Единый железнодорожный терминал, с которого можно будет добраться во все аэропорты, будет построен к 2015 году, сообщает ИТАР-ТАСС со ссылкой на заявление вице-премьера России Сергея Иванова. По словам Иванова, такой терминал планируется возвести в районе Каланчевки. Кроме того, в единую транспортную систему столицы будет включена и Московская кольцевая железная дорога, с любой из платформ которой пассажиры смогут добираться в аэропорты. Как передает РИА Новости со ссылкой на слова министра транспорта Игоря Левитина, к 2015 году также планируется создать интермодальные комплексы в 10 российских аэропортах. Посредством таких комплексов пассажиры смогут добираться от аэропортов до города. Одним из плюсов является то, что пассажир сможет приобрести авиабилет и билет на поезд до города в одном месте. Напомним, что 10 июня 2008 года открылось железнодорожное сообщение между Савеловским вокзалом и аэропортом ""Шереметьево"". Расчетное время в пути составляет 35 минут. Согласно расписанию поезда будут курсировать каждые полчаса ежедневно с 5:30 до 24:00. Стоимость билета до ""Шереметьево"" составит 200 рублей. Кроме того, во второй половине 2008 года у пассажиров появится еще одна возможность добираться до ""Шереметьево"" - поезда в аэропорт начнут ходить и с Белорусского вокзала. Ранее у россиян появилась возможность доезжать до аэропорта ""Домодедово"" с Павелецкого вокзала, а до ""Внуково"" - с Киевского.",Экономика,Все,2008/06/10
448154,https://lenta.ru/news/2012/12/21/magnitsky/,В Госдуму сдали 100 тысяч подписей против запрета на усыновление,"Сотрудники ""Новой газеты"" передали в Государственную думу более ста тысяч подписей против закона, предусматривающего запрет на усыновление российских детей американцами. Об этом сообщается на сайте издания. Накануне, на пресс-конференции президент РФ Владимир Путин заявил, что Госдума будет обязана рассмотреть петицию против закона. Подписи против одобрения законопроекта, который пока не прошел третье чтение в Госдуме, собирались на сайте ""Новой газеты"". На момент написания новости собрано 120 тысяч подписей. Как заявил РИА Новости заместитель главного редактора ""Новой"" Сергей Соколов, верифицировать подписи можно только по IP-адресам, однако сотрудники издания убрали из списка подписи очевидно несуществующих людей. 21 декабря в Госдуме состоится третье чтение закона, который запрещает усыновление. Кроме того, он запрещает работать на территории России американским некоммерческим организациям, которые занимаются политикой. Также российские ""политические"" НКО не смогут возглавлять люди, имеющие американское гражданство. В частности, это коснется Московской Хельсинкской группы, которую возглавляет Людмила Алексеева. Старейшая правозащитница России получила гражданство США в 1980-х годах. Около Госдумы с утра 21 декабря проходят одиночные пикеты против одобрения законопроекта. Полиция пока не задерживает их участников. Закон о запрете на усыновление американцами российских детей позиционируется как ответ на американский ""закон Магнитского"", который запрещает ряду должностных лиц РФ въезжать на территорию США. Действие закона распространяется на тех, кто, по мнению Штатов, причастен к смерти юриста Сергея Магнитского. Впоследствии этот ""черный список"" может быть расширен. На пресс-конференции, которая состоялась 20 декабря, Владимиру Путину задали несколько вопросов по поводу запрета на усыновление. Президент РФ отметил, что считает такую меру адекватной. При этом он не ответил на прямой вопрос, подпишет ли он законопроект, пояснив, что пока не видел текста. Законопроект должен сначала пройти через Совет Федерации. Председатель этого органа Валентина Матвиенко просила депутатов Госдумы не торопиться с одобрением закона. Пресс-секретарь президента Дмитрий Песков заявлял, что позиция исполнительной власти мягче позиции депутатов.",Россия,Все,2012/12/21
290464,https://lenta.ru/news/2009/07/10/toll/,В результате беспорядков в Китае погибли 184 человека,"В результате межэтнических столкновений в Синьцзян-Уйгурском автономном районе КНР погибли 184 человека. Такие данные, сообщает AFP, в пятницу, 10 июля, обнародовало агентство ""Синьхуа"" со ссылкой на представителей властей автономного района. Ранее сообщалось, что жертвами беспорядков, начавшихся 5 июля в административном центре Синьцзян-Уйгурского автономного района - городе Урумчи, стали не менее 156 человек. Еще около 1000 человек получили ранения. ""В списке погибших 137 представителей народности хань (самой большой этнической группы Китая), в том числе 111 мужчин и 26 женщин. Кроме того, погибли 46 уйгуров - 45 мужчин и женщина. Еще один погибший мужчина не относился ни к хань, ни к уйгурам"", - цитирует ""Синьхуа"" заявление властей Синьцзян-Уйгурского автономного района. Беспорядки в Урумчи начались после того, как 26 июня в результате драки в южной китайской провинции Гуандун погибли два уйгура. Сообщалось, что драка произошла на почве межэтнического конфликта. 6 июля власти Китая объявили, что ситуация в Урумчи взята под контроль, а зачинщики беспорядков - около 1,5 тысяч человек - арестованы. 7 июля в Урумчи был введен комендантский час, а в город переброшены дополнительные силы полиции. Однако жители Урумчи, не являющиеся этническими уйгурами, в массовом порядке стали покидать город, опасаясь новых погромов. 10 июля стало известно, что власти Китая потребовали от иностранных журналистов по соображениям безопасности покинуть город Кашгар, расположенный в Синьцзян-Уйгурском автономном районе.",Мир,Все,2009/07/10
104383,https://lenta.ru/news/2004/10/28/chamber/,Счетная палата проверит расходование средств на Афины-2004,"Счетная палата РФ готова к проверке расходования государственных средств, выделенных на развитие спорта, в том числе и на Игры в Афинах, сообщает ИТАР-ТАСС. В Управлении информации и общественных связей Счетной палаты РФ сообщили, что мониторинга расходования бюджетных средств на спорт в плане на 2004 год нет, а план на следующий год еще не сформирован. ""Но если инициаторами такого запроса станут депутаты Госдумы  или члены Совета Федерации, он будет в соответствии с законодательством проведен в максимально сжатые сроки"", - отметили в Управлении. Глава Федерального агентства по физкультуре, спорту и туризму Вячеслав Фетисов на Коллегии своего ведомства подчеркнул, что руководители спортивных федераций должны отвечать за результат и представить финансовую отчетность. По его словам, перед агентством стоит задача ""проанализировать и отчитаться, прежде всего, перед налогоплательщиками о проделанной работе и затраченных на нее средствах"". C учетом медального плана в 109 наград (44 золотые, 28 серебряных и 27 бронзовых) на период с 2001 по 2004 расходы на подготовку к Играм-2004 составили 2 миллиарда 84 миллиона рублей, на непосредственное участие российской команды в Олимпиаде - 283 миллиона. Предыдущая проверка, которая была проведена Счетной палатой в 2001 году в Госкомспорте и ОКР, выявила наличие фактов нецелевой траты средств.",Спорт,Все,2004/10/28
257141,https://lenta.ru/news/2008/11/27/redemo/,Демо-версия Resident Evil 5 выйдет только на Xbox 360,"Японские геймеры смогут скачать демо-версию Resident Evil 5 уже 5 декабря текущего года, пишет 1UP со ссылкой на журнал Famitsu. Игрокам позволят пройти два этапа, действие которых будет разворачиваться в небольшом африканском городке. Разработчики отмечают, что демо-версия будет доступна только владельцам консоли Xbox 360. Представители Capcom также добавили, что доступ к демо-версии Resident Evil 5 смогут получить только те пользователи, которые оформили подписку Xbox Live Gold. При этом геймеры смогут попробовать не только одиночный режим, но также режим совместного прохождения. Добавим, что в компании не уточняют, когда демо-версия будет доступна жителям других регионов. Также нет информации о том, поступит ли в продажу за пределами Японии коллекционное издание Resident Evil 5. Издательство планирует распространять его через специальный сайт e-CAPCOM, причем предзаказ можно будет оформить уже в начале декабря. Помимо диска с игрой в специальной коробке геймеры смогут найти 32-страничный артбук, специальную сумку, как у главного героя Криса Рэдфилда, а также USB-флэшку на 2 гигабайта, похожую на капсулу с вакциной из игры. Помимо этого сотрудники Capcom объявили, что японский релиз Resident Evil 5 состоится не 12 марта 2009 года, как планировалось изначально, а 5 марта. Напомним, что жители Европы и Северной Америки смогут купить игру в пятницу, 13 марта. Пятая часть сериала  Resident Evil представляет собой экшн с видом от третьего лица. Помимо Криса в игре появится девушка Шева Аломар, которая поможет главному герою во время его путешествия по Африке. Отметим, что вторым персонажем может управлять как искусственный интеллект, так и другой геймер. Очередной эпизод Resident Evil выйдет на PlayStation 3 и Xbox 360. Также ходят слухи, что Capcom трудится над PC-версией этого экшна.",Наука и техника,Все,2008/11/27
472500,https://lenta.ru/news/2013/07/11/belmuztv/,Организатору порносеанса на БелМузТВ выставили счет в 170 тысяч долларов,"Телеканал БелМузТВ выставил иск на полтора миллиарда белорусских рублей (около 170 тысяч долларов) своему бывшему сотруднику, который запустил в телевизионный эфир ролик порнографического содержания. Как пишет TUT.BY, об этом было объявлено на заседании суда Партизанского района Минска, где началось рассмотрение дела о несанкционированной трансляции. По информации издания, телеканал выступил в данном деле потерпевшей стороной. Директор БелМузТВ Александр Капенкин не подтвердил, но и не опроверг эту информацию, заявив, что не может озвучивать материалы дела, пока идет суд. Заседание продолжалось около четырех часов. В ходе заседания подозреваемый — бывший инженер телеканала — сообщил, что БелМузТВ якобы «занимался пропагандой секса». Это утверждение опровергла выпускающий редактор канала. Перед судом также выступили несколько свидетелей. Дата следующего заседания пока не называлась. Ранее в МВД Белоруссии заявляли, что у фигуранта дела имеются «проблемы с психикой», что он злоупотреблял спиртным и собирался даже покончить с собой. Сам телевизионщик объяснил свой поступок — показ порно по ТВ — ссорой с бывшей девушкой. По словам подозреваемого, он добавил файлы (порноролик и несколько клипов группы «Ляпис Трубецкой», которая негласно запрещена в Белоруссии) в плейлист заранее, чтобы иметь возможность скрыться. После этого он закрыл операторскую и сломал ключ в замке. Молодого человека задержали в Могилеве спустя несколько дней после инцидента. Ему инкриминируют статью 343 УК Белоруссии («Публичная демонстрация материалов порнографического содержания с использованием сетей электросвязи общего пользования»). Несанкционированный показ в эфире БелМузТВ, напомним, состоялся в субботу 13 апреля, в середине дня. Трансляция длилась 10 минут, затем вещание телеканала было прервано. Из-за показа порно БелМузТВ впоследствии получил предупреждение от министерства информации.",Бывший СССР,Белоруссия,2013/07/11
364185,https://lenta.ru/news/2011/02/19/fineiran/,Немецких журналистов в Иране оштрафовали на 100 тысяч долларов,"Двоих немецких журналистов, задержанных в Иране в октябре 2010 года, оштрафовали на сумму в 50 тысяч долларов каждого, сообщает 19 февраля агентство Associated Press со ссылкой на государственное телевидение Ирана. Сотрудникам издания Bild am Sonntag разрешили покинуть страну. Журналистов, имена которых не разглашаются, признали виновными в нарушении интересов национальной безопасности страны. Первоначально их обвиняли в нарушении визового режима: сотрудников СМИ задержали под тем предлогом, что они въехали в страну по туристическим визам, но осуществляли профессиональную деятельность. Незадолго до ареста журналисты успели взять интервью у сына иранки Сакинэ Аштиани (Sakine Aschtiani), женщины, приговоренной к смертной казни через побиение камнями за супружескую измену. В ноябре иранское телевидение показало их обращение, в котором они возложили вину за допущенные нарушения на пресс-секретаря комитета против побивания камнями Мину Ахади (Mina Ahadi).",Мир,Все,2011/02/19
528371,https://lenta.ru/news/2014/12/15/accomplishment/,Движение по Мясницкой улице сократят до двух полос к лету 2015 года,"На Мясницкой улице появится пешеходный маршрут, а движение сократится с четырех до двух полос, сообщает M24.ru со ссылкой на Центр организации дорожного движения (ЦОДД). Столичные власти уже утвердили схему организации дорожного движения и благоустройства пешеходной зоны. Согласно принятому проекту организации дорожного движения на Мясницкой улице, после завершения работ ширина каждой из двух полос проезжей части составит 3,5 метра, на тротуаре с четной стороны улицы пояится велодорожка. Кроме того, пешеходные переходы приподнимут над дорогой, превратив их в «лежачие полицейские». «Парковочные карманы будут сделаны вне проезжей части, то есть за счет тротуаров. Они будут размещены согласно правилам дорожного движения — не ближе пяти метров до перекрестка, пешеходного перехода и выезда из двора», — цитирует M24.ru источник в ЦОДД. «Работы по созданию пешеходной зоны заложены на следующий год, они начнутся примерно в апреле, но четкой даты пока нет. Сейчас готовится проект реконструкции, известно, что он будет сделан по примеру Пятницкой, Маросейки и Покровк», — цитирует портал пресс-секретаря департамента капитального ремонта Татьяну Блинову. По ее словам, проезжая часть Мясницкой улицы на время ремонта перекроют частично: на одной половине проходить работы, по другой ездить машина. Также существует возможность, что улицу могут перекрыть полностью на короткий срок. По приводимым порталом словам руководителя экспертного центра Probok.net Александра Шумского, пешеходная зона на Мясницкой улице может появиться уже к концу лета 2015 года. «Реконструкция Мясницкой будет проходить в рамках программы ""Моя улица""», — уточяет Александр Шумский. В рамках этой программы столичные власти планируют благоустроить почти все улицы Москвы за четыре года, создав на них благоприятную среду для пешеходов и велосипедистов, напоминает портал.",Дом,Город,2014/12/15
535405,https://lenta.ru/news/2015/02/11/globex250bl/,Банк «Глобэкс» займет на рынке 250 миллиардов рублей,"Совет директоров банка «Глобэкс» решил утвердить программу размещения облигаций на 250 миллиардов рублей. Соответствующая информация содержится на сайте раскрытия корпоративной информации. Максимальный срок погашения облигаций — 20 лет. Банк сможет размещать ценные бумаги в течение 50 лет с момента регистрации программы на бирже. Ранее сообщалось, что в 2014 году чистый убыток свыше миллиарда рублей получили 13 российских банков. «Глобэкс» оказался в их числе с убытком в 7,8 миллиарда. «Глобэкс» был основан в 1992 году. В ходе кризиса 2008 года попал под санацию. Финансовым оздоровлением кредитной организации занялся Внешэкономбанк (ВЭБ). На данный момент «Глобэкс» является дочерней структурой ВЭБа, госкорпорации принадлежит 99,99 процента акций банка.",Экономика,,2015/02/11
702614,https://lenta.ru/news/2018/02/16/an148/,Названо число осиротевших после крушения Ан-148 детей,"В МЧС Саратовской области рассказали об осиротевших после крушения Ан-148 под Москвой детях и работе с семьями 71 погибшего на борту самолета человека. «Отделением Пенсионного фонда РФ по Оренбургской области оформлены документы и назначены пенсии 15 иждивенцам за 9 погибших, из них 13 детей и 2 взрослых. Еще по двум детям документы оформляет ПФР в Москве», — говорится в сообщении службы. Четыре ребенка, по данным МЧС, нуждаются в жизнеустройстве. К 16 февраля сотрудники созданной в Орске рабочей группы провели работу по консультационно-разъяснительному и психологическому сопровождению с 31 семьей. Экстренная психологическая помощь со стороны местных психологов потребовалась в 124 случаях. Страховщики приняли родственников 41 погибших, документы на выплату положенных двух миллионов рублей готовы по половине из них. Для 23-х человек подготовили документы по дополнительным региональным выплатам в размере миллиона рублей. Двое взрослых, которым назначили пенсии, — это инвалиды, сообщает радиостанция «Говорит Москва». Ранее сообщалось, что пилотам разбившегося Ан-148 не удалось определить причину критически низких показаний скорости на приборах перед катастрофой. Перед взлетом они не включили обогрев приемников полного давления, с которых считывают информацию датчики скорости, хотя это действие прописано в предполетном алгоритме. Именно неверная информация о скорости стала официальной причиной катастрофы, выдвинутой Межгосударственным авиационным комитетом. Самолет Ан-148 «Саратовских авиалиний», следовавший из Москвы в Орск, разбился 11 февраля в Раменском районе Подмосковья через несколько минут после взлета в Домодедово. Погибли 65 пассажиров, в том числе трое детей, и шестеро членов экипажа. По факту произошедшего расследуется уголовное дело.",Россия,Общество,2018/02/16
